timestamp,open,high,low,close,volume
2025-01-27 04:00:00,393.0,397.9,391.07,391.1,22149
2025-01-27 04:01:00,391.11,394.01,391.0,393.31,16294
2025-01-27 04:02:00,393.12,393.31,392.0,392.87,12261
2025-01-27 04:03:00,393.0,393.0,392.08,392.12,4912
2025-01-27 04:04:00,392.09,392.47,391.79,392.29,12901
2025-01-27 04:05:00,392.26,393.4,392.2,393.4,13968
2025-01-27 04:06:00,393.4,394.22,393.4,393.5,9020
2025-01-27 04:07:00,393.42,394.22,393.01,393.73,7226
2025-01-27 04:08:00,393.83,394.12,393.0,394.12,12082
2025-01-27 04:09:00,394.26,394.4,393.65,394.4,4380
2025-01-27 04:10:00,394.42,394.54,393.61,393.9,3392
2025-01-27 04:11:00,394.0,394.11,393.93,394.11,1130
2025-01-27 04:12:00,394.27,394.27,393.89,394.02,938
2025-01-27 04:13:00,393.86,393.86,393.43,393.43,2038
2025-01-27 04:14:00,393.24,393.6,393.22,393.6,2203
2025-01-27 04:15:00,393.71,394.22,393.64,394.14,3466
2025-01-27 04:16:00,394.21,394.38,393.95,393.95,2630
2025-01-27 04:17:00,393.9,394.07,393.68,393.89,2602
2025-01-27 04:18:00,393.68,393.68,393.58,393.67,477
2025-01-27 04:19:00,393.6,393.6,393.35,393.58,1451
2025-01-27 04:20:00,393.64,394.15,393.64,394.0,4018
2025-01-27 04:21:00,393.79,393.79,393.52,393.6,1840
2025-01-27 04:22:00,393.44,393.46,393.36,393.36,700
2025-01-27 04:23:00,393.35,393.85,393.35,393.5,3327
2025-01-27 04:24:00,393.69,394.1,393.69,393.93,5587
2025-01-27 04:25:00,393.92,394.7,393.92,394.7,2666
2025-01-27 04:26:00,394.71,394.71,394.41,394.61,1893
2025-01-27 04:27:00,394.46,394.46,394.3,394.3,552
2025-01-27 04:28:00,394.42,394.58,394.42,394.58,525
2025-01-27 04:29:00,394.56,394.56,394.14,394.14,1711
2025-01-27 04:30:00,394.0,394.0,393.59,393.61,2562
2025-01-27 04:31:00,393.71,393.87,393.71,393.87,2290
2025-01-27 04:32:00,393.81,394.0,393.78,394.0,2898
2025-01-27 04:33:00,394.11,394.68,394.11,394.68,2212
2025-01-27 04:34:00,394.62,394.8,394.44,394.44,2435
2025-01-27 04:35:00,394.4,394.4,393.85,393.85,1908
2025-01-27 04:36:00,394.0,394.5,394.0,394.5,2276
2025-01-27 04:37:00,394.89,395.34,394.89,395.34,6694
2025-01-27 04:38:00,395.01,395.5,394.95,395.5,1000
2025-01-27 04:39:00,395.5,396.09,395.5,396.0,2240
2025-01-27 04:40:00,396.16,396.25,395.93,396.05,3721
