timestamp,open,high,low,close,volume
2025-01-27 04:00:00,427.57,435.65,427.57,429.0,5709
2025-01-27 04:01:00,428.8,429.23,428.8,429.12,4918
2025-01-27 04:02:00,429.33,429.33,428.75,428.76,11248
2025-01-27 04:03:00,428.41,428.9,428.1,428.3,5829
2025-01-27 04:04:00,428.71,429.4,428.71,429.3,4478
2025-01-27 04:05:00,429.3,429.49,429.25,429.47,2734
2025-01-27 04:06:00,429.39,429.39,429.3,429.3,1804
2025-01-27 04:07:00,429.49,429.49,429.3,429.31,300
2025-01-27 04:08:00,429.46,429.49,429.4,429.45,2045
2025-01-27 04:09:00,429.49,429.49,429.3,429.3,1101
2025-01-27 04:10:00,429.25,429.44,429.25,429.36,971
2025-01-27 04:11:00,429.43,429.64,429.43,429.51,6949
2025-01-27 04:12:00,429.57,429.64,429.57,429.64,4549
2025-01-27 04:13:00,429.56,429.56,429.3,429.31,807
2025-01-27 04:14:00,429.31,429.46,429.31,429.46,300
2025-01-27 04:15:00,429.36,429.36,429.31,429.31,300
2025-01-27 04:16:00,429.46,429.49,428.9,429.01,5404
2025-01-27 04:17:00,428.77,428.77,427.5,427.5,3217
2025-01-27 04:18:00,427.47,428.31,427.25,428.31,2262
2025-01-27 04:19:00,428.01,428.01,428.0,428.0,600
2025-01-27 04:20:00,428.1,428.49,428.0,428.0,1236
2025-01-27 04:21:00,428.01,428.01,428.0,428.0,393
2025-01-27 04:22:00,428.01,428.01,428.0,428.0,405
2025-01-27 04:23:00,428.39,428.5,428.39,428.5,340
2025-01-27 04:24:00,428.49,428.5,428.36,428.38,1899
2025-01-27 04:25:00,428.08,428.13,427.98,428.02,500
2025-01-27 04:26:00,428.02,428.25,428.01,428.25,2054
2025-01-27 04:27:00,428.02,428.25,428.01,428.25,1840
2025-01-27 04:28:00,428.25,428.25,428.25,428.25,802
2025-01-27 04:29:00,428.1,428.1,427.69,427.88,1493
2025-01-27 04:30:00,427.55,427.55,426.53,426.53,3194
2025-01-27 04:31:00,426.53,426.53,425.26,425.81,3861
2025-01-27 04:32:00,425.9,425.9,425.9,425.9,1890
2025-01-27 04:33:00,425.9,426.0,425.9,426.0,9706
2025-01-27 04:35:00,426.17,426.17,425.8,425.8,915
2025-01-27 04:36:00,425.8,426.57,425.8,426.57,8688
2025-01-27 04:37:00,426.57,426.9,426.24,426.9,1784
2025-01-27 04:39:00,426.94,427.06,426.61,427.03,3326
2025-01-27 04:41:00,426.76,426.76,425.84,426.0,3640
2025-01-27 04:42:00,425.62,426.0,425.62,425.96,4599
2025-01-27 04:43:00,425.99,425.99,425.8,425.81,1870
2025-01-27 04:44:00,425.61,425.62,425.0,425.09,5982
2025-01-27 04:45:00,425.4,425.62,425.0,425.0,9659
2025-01-27 04:46:00,424.8,424.91,424.51,424.91,2159
2025-01-27 04:47:00,424.99,425.0,424.18,424.18,1500
2025-01-27 04:48:00,424.04,424.76,424.04,424.76,3684
2025-01-27 04:49:00,424.58,424.58,424.5,424.5,1756
2025-01-27 04:50:00,424.35,424.7,424.35,424.7,2275
2025-01-27 04:51:00,424.7,424.84,424.6,424.6,7065
2025-01-27 04:52:00,424.51,424.66,424.02,424.41,6498
2025-01-27 04:53:00,424.5,425.12,424.44,425.0,16940
2025-01-27 04:55:00,424.8,424.81,424.4,424.4,2098
2025-01-27 04:56:00,424.4,424.4,424.0,424.0,1553
2025-01-27 04:57:00,423.7,423.78,423.62,423.7,1148
2025-01-27 04:58:00,423.69,423.7,423.46,423.5,1900
2025-01-27 04:59:00,423.5,423.78,423.5,423.51,3591
2025-01-27 05:00:00,423.24,423.24,423.2,423.2,1142
2025-01-27 05:01:00,423.2,423.2,423.0,423.0,1675
2025-01-27 05:02:00,422.7,422.82,422.36,422.36,1138
2025-01-27 05:03:00,422.1,422.34,421.23,421.23,3943
2025-01-27 05:04:00,421.19,421.7,420.52,420.93,3908
2025-01-27 05:05:00,421.0,421.21,420.14,421.0,21311
2025-01-27 05:06:00,421.0,421.04,420.7,421.04,12943
2025-01-27 05:07:00,421.0,422.01,420.5,421.0,4476
2025-01-27 05:08:00,421.0,421.0,420.12,420.8,6179
2025-01-27 05:09:00,420.8,421.0,420.58,420.62,5986
2025-01-27 05:10:00,420.4,420.4,420.02,420.4,11179
2025-01-27 05:11:00,420.88,421.0,420.0,420.5,6276
2025-01-27 05:12:00,420.4,420.4,420.25,420.25,1155
2025-01-27 05:13:00,420.01,420.05,420.0,420.01,2035
2025-01-27 05:14:00,419.78,419.78,419.01,419.01,2497
2025-01-27 05:15:00,418.73,418.8,418.73,418.8,425
2025-01-27 05:16:00,418.99,419.08,418.0,418.0,10057
2025-01-27 05:17:00,418.0,418.22,417.6,417.6,8321
2025-01-27 05:18:00,417.6,417.6,417.37,417.37,4273
2025-01-27 05:19:00,417.5,417.5,416.75,417.41,12121
2025-01-27 05:20:00,417.0,417.5,417.0,417.49,3901
2025-01-27 05:21:00,417.4,417.5,417.07,417.2,7282
2025-01-27 05:22:00,417.2,418.5,417.2,418.5,12065
2025-01-27 05:23:00,418.02,418.5,417.5,417.5,3374
2025-01-27 05:24:00,417.5,417.5,416.75,416.75,1840
2025-01-27 05:25:00,416.72,417.0,416.08,416.52,1902
2025-01-27 05:26:00,416.34,417.0,416.34,416.98,700
2025-01-27 05:27:00,417.89,418.0,416.99,416.99,2981
2025-01-27 05:28:00,417.89,417.89,417.5,417.67,1724
2025-01-27 05:29:00,417.5,417.93,417.0,417.93,4730
2025-01-27 05:30:00,417.3,417.3,416.8,416.8,3402
2025-01-27 05:31:00,416.94,416.99,416.8,416.8,419
2025-01-27 05:32:00,416.85,417.0,416.66,416.66,1967
2025-01-27 05:33:00,416.87,417.0,416.61,416.61,4886
2025-01-27 05:34:00,416.7,417.0,416.08,416.15,3677
2025-01-27 05:35:00,416.15,417.0,416.15,417.0,1028
2025-01-27 05:36:00,417.5,417.57,416.25,417.57,2929
2025-01-27 05:37:00,417.5,417.77,417.5,417.75,1898
2025-01-27 05:38:00,418.0,418.0,417.0,417.95,3762
2025-01-27 05:39:00,417.46,417.46,417.38,417.38,300
2025-01-27 05:40:00,417.37,417.37,417.3,417.3,255
2025-01-27 05:41:00,417.2,417.2,417.2,417.2,100
2025-01-27 05:42:00,417.04,417.3,416.71,417.2,1016
2025-01-27 05:43:00,416.34,416.34,416.33,416.33,200
2025-01-27 05:44:00,416.23,416.66,416.0,416.66,2075
2025-01-27 05:45:00,416.31,416.31,415.98,416.02,419
2025-01-27 05:47:00,416.2,416.27,416.2,416.24,1446
2025-01-27 05:48:00,416.23,416.23,415.65,415.65,630
2025-01-27 05:49:00,415.56,415.56,415.0,415.0,4281
2025-01-27 05:50:00,414.71,414.71,414.15,414.38,734
2025-01-27 05:52:00,414.2,414.2,413.54,413.54,1321
2025-01-27 05:53:00,413.32,414.23,412.98,413.0,3379
2025-01-27 05:54:00,413.38,414.94,413.38,414.9,4412
2025-01-27 05:55:00,414.07,414.18,412.98,414.0,12689
2025-01-27 05:56:00,414.34,414.39,414.02,414.2,1281
2025-01-27 05:57:00,414.29,415.02,414.29,415.02,12302
2025-01-27 05:58:00,414.75,415.0,414.0,414.81,13156
2025-01-27 05:59:00,414.85,415.0,414.5,415.0,7489
2025-01-27 06:00:00,414.77,414.77,414.0,414.2,7578
2025-01-27 06:01:00,414.2,414.2,413.4,413.5,10260
2025-01-27 06:02:00,413.5,413.5,413.23,413.5,13613
2025-01-27 06:03:00,413.5,413.5,413.49,413.49,17794
2025-01-27 06:04:00,413.5,414.67,413.49,414.67,5515
2025-01-27 06:05:00,414.67,414.67,413.0,413.0,15719
2025-01-27 06:06:00,414.4,414.9,412.8,413.11,10342
2025-01-27 06:07:00,413.9,414.9,413.0,413.01,6640
2025-01-27 06:08:00,413.49,414.04,410.05,412.0,28797
2025-01-27 06:09:00,412.0,412.63,411.87,412.63,16619
2025-01-27 06:10:00,412.63,412.69,412.34,412.69,15109
2025-01-27 06:11:00,413.0,414.9,412.95,414.9,6558
2025-01-27 06:12:00,414.61,414.7,414.14,414.7,5227
2025-01-27 06:13:00,414.9,414.98,414.14,414.5,4549
2025-01-27 06:14:00,414.5,415.0,414.5,414.95,6544
2025-01-27 06:15:00,415.0,415.6,414.84,415.6,4588
2025-01-27 06:16:00,415.44,416.6,415.44,416.6,3154
2025-01-27 06:17:00,416.88,417.47,416.5,417.47,8585
2025-01-27 06:18:00,417.85,418.0,417.22,417.28,17122
2025-01-27 06:19:00,416.58,417.01,416.5,416.5,8002
2025-01-27 06:20:00,416.5,416.94,415.99,416.94,2118
2025-01-27 06:21:00,416.91,416.91,416.91,416.91,100
2025-01-27 06:22:00,417.03,417.03,417.03,417.03,100
2025-01-27 06:23:00,416.99,417.0,416.99,417.0,368
2025-01-27 06:24:00,417.0,417.38,417.0,417.38,598
2025-01-27 06:25:00,417.03,417.03,414.87,414.87,5170
2025-01-27 06:26:00,416.23,416.23,415.71,415.71,200
2025-01-27 06:27:00,416.16,416.16,416.16,416.16,4868
2025-01-27 06:28:00,416.16,416.16,415.73,415.73,400
2025-01-27 06:29:00,415.65,416.0,415.65,416.0,527
2025-01-27 06:30:00,415.75,415.75,415.75,415.75,100
2025-01-27 06:31:00,415.61,415.94,415.5,415.94,1399
2025-01-27 06:32:00,415.94,416.15,415.94,416.15,8448
2025-01-27 06:33:00,416.16,416.4,416.1,416.1,4428
2025-01-27 06:34:00,416.3,416.66,416.1,416.1,6070
2025-01-27 06:35:00,416.5,416.57,416.5,416.57,438
2025-01-27 06:36:00,416.88,417.0,416.88,416.98,1672
2025-01-27 06:37:00,416.98,417.5,416.98,417.5,3753
2025-01-27 06:38:00,417.5,418.3,417.5,418.3,1825
2025-01-27 06:39:00,418.19,418.5,418.19,418.5,2116
2025-01-27 06:40:00,418.65,418.75,418.65,418.65,640
2025-01-27 06:41:00,418.69,418.69,418.48,418.64,2765
2025-01-27 06:42:00,418.2,418.2,417.75,417.75,735
2025-01-27 06:43:00,418.0,418.45,418.0,418.45,570
2025-01-27 06:44:00,418.38,418.38,417.53,418.0,5214
2025-01-27 06:45:00,418.5,418.5,417.83,417.83,1013
2025-01-27 06:46:00,418.0,418.2,418.0,418.2,200
2025-01-27 06:48:00,418.0,418.0,418.0,418.0,318
2025-01-27 06:49:00,418.57,418.84,418.57,418.84,3074
2025-01-27 06:50:00,418.84,418.84,418.22,418.83,7879
2025-01-27 06:51:00,418.77,418.84,417.83,417.83,3305
2025-01-27 06:52:00,417.9,418.25,417.8,418.2,9896
2025-01-27 06:53:00,418.11,418.44,418.11,418.44,580
2025-01-27 06:54:00,418.22,418.5,418.0,418.5,4006
2025-01-27 06:55:00,418.3,418.3,417.0,417.0,1611
2025-01-27 06:56:00,416.75,416.75,416.25,416.75,10673
2025-01-27 06:57:00,417.06,417.06,416.5,416.5,1307
2025-01-27 06:58:00,416.49,417.05,416.49,416.66,3515
2025-01-27 07:00:00,416.81,419.0,416.81,418.0,16160
2025-01-27 07:01:00,418.01,418.02,417.47,417.47,2756
2025-01-27 07:02:00,417.76,418.38,417.76,418.38,1062
2025-01-27 07:03:00,418.49,418.59,417.76,417.76,1798
2025-01-27 07:04:00,417.76,417.88,417.75,417.88,800
2025-01-27 07:05:00,418.0,418.16,417.92,418.0,3355
2025-01-27 07:06:00,417.95,418.0,417.9,418.0,10145
2025-01-27 07:07:00,417.95,418.0,417.8,417.97,3409
2025-01-27 07:08:00,418.0,418.0,417.82,417.9,7708
2025-01-27 07:09:00,417.93,418.79,417.93,418.47,14342
2025-01-27 07:10:00,418.35,418.35,418.17,418.28,2261
2025-01-27 07:11:00,418.29,418.35,417.87,417.87,12184
2025-01-27 07:12:00,417.83,418.0,417.75,417.89,17859
2025-01-27 07:13:00,417.75,417.95,417.75,417.9,4753
2025-01-27 07:14:00,417.95,418.02,417.95,418.0,5444
2025-01-27 07:15:00,418.0,418.24,417.65,417.65,11247
2025-01-27 07:16:00,417.5,417.7,417.42,417.63,1476
2025-01-27 07:17:00,417.5,417.7,417.5,417.7,2083
2025-01-27 07:18:00,417.51,417.51,417.1,417.1,3929
2025-01-27 07:19:00,417.26,417.28,417.05,417.05,4541
2025-01-27 07:20:00,417.24,417.24,416.22,416.24,11909
2025-01-27 07:21:00,416.24,417.16,416.1,417.16,7172
2025-01-27 07:22:00,417.2,417.2,416.97,417.2,2491
2025-01-27 07:23:00,417.27,417.75,417.2,417.75,4597
2025-01-27 07:24:00,417.75,417.75,417.65,417.65,1005
2025-01-27 07:25:00,417.84,417.88,417.84,417.84,400
2025-01-27 07:26:00,417.98,418.0,417.8,417.82,7004
2025-01-27 07:27:00,417.87,418.24,417.82,418.24,10548
2025-01-27 07:28:00,418.24,418.24,417.6,417.6,5614
2025-01-27 07:29:00,417.9,417.98,417.7,417.76,1245
2025-01-27 07:30:00,417.75,417.89,417.73,417.86,1440
2025-01-27 07:31:00,417.8,417.94,417.8,417.94,1573
