timestamp,open,high,low,close,volume
2025-01-27 04:00:00,219.9,219.9,218.58,218.58,5975
2025-01-27 04:01:00,218.5,218.61,218.3,218.4,3058
2025-01-27 04:02:00,218.49,219.49,218.2,219.49,4786
2025-01-27 04:03:00,218.99,219.05,218.94,219.05,2038
2025-01-27 04:04:00,219.04,219.08,218.97,219.04,11831
2025-01-27 04:05:00,219.08,219.08,219.04,219.05,1212
2025-01-27 04:06:00,219.21,219.57,219.19,219.57,2129
2025-01-27 04:07:00,219.67,219.73,219.65,219.73,2121
2025-01-27 04:08:00,219.77,219.78,219.75,219.78,506
2025-01-27 04:09:00,219.74,220.11,219.74,219.96,8496
2025-01-27 04:10:00,219.84,220.17,219.84,220.14,3677
2025-01-27 04:11:00,220.11,220.2,220.1,220.1,2588
2025-01-27 04:12:00,220.15,220.24,220.09,220.09,3196
2025-01-27 04:13:00,220.09,220.09,219.8,219.8,1248
2025-01-27 04:14:00,219.65,219.65,219.65,219.65,281
2025-01-27 04:15:00,219.85,219.95,219.85,219.85,2976
2025-01-27 04:16:00,219.97,220.23,219.92,220.23,7414
2025-01-27 04:17:00,220.0,220.11,219.99,219.99,6716
2025-01-27 04:18:00,219.9,219.99,219.6,219.6,3789
2025-01-27 04:19:00,219.82,219.96,219.73,219.89,3301
2025-01-27 04:21:00,219.72,220.07,219.55,220.07,10457
2025-01-27 04:22:00,220.02,220.14,220.01,220.06,1057
2025-01-27 04:23:00,220.14,220.3,220.14,220.2,1942
2025-01-27 04:24:00,220.29,220.29,220.2,220.2,556
2025-01-27 04:25:00,220.11,220.29,220.1,220.21,925
2025-01-27 04:26:00,220.2,220.22,220.2,220.22,404
2025-01-27 04:27:00,220.25,220.29,220.25,220.25,4882
2025-01-27 04:28:00,220.26,220.26,220.2,220.2,469
2025-01-27 04:29:00,220.2,220.2,220.2,220.2,189
2025-01-27 04:30:00,220.02,220.02,219.85,220.0,1595
2025-01-27 04:31:00,219.92,219.92,219.75,219.75,387
2025-01-27 04:32:00,219.8,219.8,219.8,219.8,330
2025-01-27 04:33:00,219.91,219.91,219.86,219.86,700
2025-01-27 04:34:00,219.98,220.0,219.96,220.0,950
2025-01-27 04:35:00,220.02,220.02,220.0,220.0,309
2025-01-27 04:37:00,220.08,220.09,220.08,220.08,444
2025-01-27 04:39:00,220.15,220.15,220.15,220.15,200
2025-01-27 04:40:00,220.22,220.22,220.1,220.1,1198
2025-01-27 04:41:00,220.18,220.2,220.18,220.2,600
2025-01-27 04:42:00,220.2,220.2,220.16,220.17,545
