timestamp,open,high,low,close,volume
2025-01-27 04:00:00,228.63,229.77,227.0,227.0,8804
2025-01-27 04:01:00,227.16,227.46,226.7,227.0,2996
2025-01-27 04:02:00,226.81,227.06,226.79,226.8,946
2025-01-27 04:03:00,226.77,226.8,226.6,226.6,2614
2025-01-27 04:04:00,226.6,226.84,226.53,226.84,1198
2025-01-27 04:05:00,227.0,227.06,226.94,227.06,2619
2025-01-27 04:06:00,227.14,228.1,227.14,227.32,6616
2025-01-27 04:07:00,227.39,227.44,227.29,227.29,940
2025-01-27 04:08:00,227.55,227.9,227.55,227.8,2593
2025-01-27 04:09:00,227.78,227.78,227.45,227.5,1307
2025-01-27 04:10:00,227.47,227.72,227.47,227.55,640
2025-01-27 04:11:00,227.7,227.99,227.7,227.9,3046
2025-01-27 04:12:00,227.98,227.98,227.81,227.98,921
2025-01-27 04:13:00,227.82,227.86,227.75,227.86,1623
2025-01-27 04:15:00,227.97,227.97,227.84,227.84,337
2025-01-27 04:16:00,227.9,228.0,227.9,228.0,345
2025-01-27 04:18:00,227.81,227.88,227.81,227.81,661
2025-01-27 04:19:00,227.81,227.81,227.63,227.63,1113
2025-01-27 04:20:00,227.37,227.38,227.37,227.38,400
2025-01-27 04:21:00,227.4,227.49,227.4,227.49,500
2025-01-27 04:22:00,227.4,227.4,227.3,227.34,1838
2025-01-27 04:23:00,227.5,227.5,227.49,227.5,3318
2025-01-27 04:24:00,227.5,227.51,227.48,227.51,1835
2025-01-27 04:25:00,227.36,227.36,227.24,227.3,2291
2025-01-27 04:26:00,227.24,227.35,226.95,226.95,20191
2025-01-27 04:28:00,226.79,226.88,226.79,226.86,500
2025-01-27 04:29:00,226.73,226.75,226.6,226.61,2199
2025-01-27 04:30:00,226.61,226.75,226.55,226.75,8386
2025-01-27 04:31:00,226.62,226.62,225.6,226.0,16455
2025-01-27 04:32:00,225.7,226.0,225.7,225.87,4798
2025-01-27 04:33:00,226.0,226.21,225.85,226.21,6437
2025-01-27 04:34:00,226.3,226.36,226.3,226.35,450
2025-01-27 04:35:00,226.39,226.46,226.16,226.46,1001
2025-01-27 04:36:00,226.45,226.83,226.45,226.81,3294
2025-01-27 04:37:00,226.71,227.1,226.71,227.1,5809
2025-01-27 04:38:00,227.0,227.01,227.0,227.0,1283
2025-01-27 04:39:00,226.88,227.0,226.48,226.5,9011
2025-01-27 04:40:00,226.5,226.59,226.46,226.49,6114
2025-01-27 04:41:00,226.41,226.41,226.31,226.31,224
2025-01-27 04:42:00,226.41,226.41,226.26,226.26,870
2025-01-27 04:43:00,226.27,226.27,225.91,226.0,5761
2025-01-27 04:44:00,225.85,225.85,225.8,225.85,848
2025-01-27 04:45:00,225.74,226.0,225.58,225.98,8875
2025-01-27 04:46:00,225.71,225.71,225.27,225.29,5915
2025-01-27 04:47:00,225.31,225.31,224.9,224.99,11918
2025-01-27 04:48:00,224.99,225.42,224.99,225.34,12148
2025-01-27 04:49:00,225.35,225.35,225.19,225.19,200
2025-01-27 04:50:00,225.41,225.43,225.41,225.43,674
2025-01-27 04:51:00,225.44,225.53,225.4,225.53,750
2025-01-27 04:52:00,225.6,225.61,225.38,225.4,5137
2025-01-27 04:53:00,225.4,225.4,225.4,225.4,1100
2025-01-27 04:54:00,225.24,225.24,225.24,225.24,161
2025-01-27 04:55:00,225.27,225.4,225.19,225.2,3355
2025-01-27 04:56:00,225.01,225.1,225.01,225.04,1220
2025-01-27 04:57:00,225.04,225.04,224.66,224.66,4613
2025-01-27 04:58:00,224.66,224.66,224.41,224.41,4393
2025-01-27 04:59:00,224.5,224.5,224.28,224.28,3787
2025-01-27 05:00:00,224.35,224.5,224.35,224.4,2146
2025-01-27 05:01:00,224.3,224.4,224.28,224.32,1270
2025-01-27 05:02:00,224.29,224.55,224.29,224.35,1743
2025-01-27 05:03:00,224.07,224.2,224.04,224.2,1680
2025-01-27 05:04:00,224.16,224.16,224.07,224.14,888
2025-01-27 05:05:00,224.06,224.14,223.91,224.0,13610
2025-01-27 05:06:00,224.0,224.24,224.0,224.1,7932
2025-01-27 05:07:00,224.0,224.0,223.95,223.99,6886
2025-01-27 05:08:00,224.0,224.22,224.0,224.01,9996
2025-01-27 05:09:00,224.0,224.51,224.0,224.5,8429
2025-01-27 05:10:00,224.46,224.46,224.3,224.3,200
2025-01-27 05:11:00,224.4,224.5,224.28,224.47,3558
2025-01-27 05:12:00,224.47,224.5,224.44,224.5,1100
2025-01-27 05:13:00,224.29,224.29,224.29,224.29,200
2025-01-27 05:15:00,224.2,224.21,224.0,224.0,847
2025-01-27 05:16:00,223.95,223.95,223.67,223.67,1850
2025-01-27 05:17:00,223.78,223.82,223.66,223.78,2777
2025-01-27 05:18:00,223.67,223.67,223.66,223.66,1759
2025-01-27 05:19:00,223.74,223.76,223.62,223.62,525
2025-01-27 05:20:00,223.75,223.75,223.75,223.75,112
2025-01-27 05:21:00,223.64,223.83,223.63,223.83,1761
2025-01-27 05:22:00,223.83,224.0,223.83,224.0,6412
2025-01-27 05:23:00,224.0,224.0,223.79,223.8,6998
2025-01-27 05:24:00,223.69,223.69,223.61,223.68,504
2025-01-27 05:25:00,223.64,223.85,223.51,223.51,5981
2025-01-27 05:26:00,223.51,223.51,223.05,223.05,4195
2025-01-27 05:27:00,223.22,223.5,223.11,223.46,1500
2025-01-27 05:28:00,223.2,223.2,223.2,223.2,100
2025-01-27 05:29:00,223.2,223.5,223.2,223.5,1452
2025-01-27 05:30:00,223.49,223.53,223.26,223.5,9462
2025-01-27 05:31:00,223.49,223.5,223.3,223.43,3993
2025-01-27 05:32:00,223.43,223.43,223.31,223.31,682
2025-01-27 05:33:00,223.21,223.45,223.11,223.45,2399
2025-01-27 05:34:00,223.3,223.3,223.23,223.28,600
2025-01-27 05:35:00,223.24,223.58,223.24,223.58,4198
2025-01-27 05:36:00,223.95,224.0,223.95,224.0,1314
2025-01-27 05:37:00,224.2,224.2,223.97,224.05,1110
2025-01-27 05:38:00,223.95,224.17,223.75,224.01,16436
2025-01-27 05:39:00,223.72,223.72,223.65,223.65,2600
2025-01-27 05:40:00,223.42,223.5,223.11,223.11,14651
2025-01-27 05:41:00,223.11,223.11,222.98,222.98,5913
2025-01-27 05:42:00,223.0,223.2,222.84,223.11,12373
2025-01-27 05:43:00,223.1,223.11,223.08,223.11,1716
2025-01-27 05:44:00,223.18,223.18,223.0,223.0,4717
2025-01-27 05:45:00,222.78,222.8,221.84,222.0,7234
2025-01-27 05:46:00,222.07,222.64,222.07,222.41,3456
2025-01-27 05:47:00,222.45,222.65,221.93,222.0,3939
2025-01-27 05:48:00,222.0,222.0,221.01,221.61,19575
2025-01-27 05:49:00,221.55,221.55,220.99,221.39,27308
2025-01-27 05:50:00,221.4,221.4,221.16,221.2,1805
2025-01-27 05:51:00,221.17,221.17,220.14,220.14,6432
2025-01-27 05:52:00,220.39,220.39,219.0,219.0,11249
2025-01-27 05:53:00,219.0,220.44,219.0,220.0,13339
